id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review_clean,reviews_per_month_clean,calculated_host_listings_count,availability_365,price_category,stay_category,availability_category,review_activity_category,host_scale_category,review_recency,days_since_last_review,estimated_annual_revenue,review_efficiency,host_business_scale,performance_tier,market_position,estimated_occupancy_rate
30377021,Shared Room 4 FEMALE Guests 30mins to Manhattan-2,172369331,Abby,Brooklyn,Sheepshead Bay,"40,5981","-73,9584",Shared room,25,7,2,01/06/2019,"1,15",10,290,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Medium Activity (1-3/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2256,7250,"0,0069",Medium Scale Host (6-20),Good Performer,Budget Popular,"45,2"
26743342,Brand New Brooklyn Style Hostel RM3 #4,119669058,Melissa,Brooklyn,Bedford-Stuyvesant,"40,69396","-73,95578",Shared room,35,1,16,06/07/2019,"1,34",34,346,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Medium Activity (1-3/month),Large Scale (>20),Sangat Lama (>1 tahun),2221,12110,"0,0462",Large Scale Host (>20),Good Performer,Budget Popular,"17,8"
22541685,Comfortable and Clean Place in Bed-Stuy,22414216,Crystal,Brooklyn,Bedford-Stuyvesant,"40,6899","-73,93634",Private room,39,30,0,,0,1,220,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),No Reviews,Single Property,Tidak Ada Review,,8580,0,Single Property Host,Low Performer,Budget Struggling,"45,2"
33936370,Cozy room with 3 windows.,43676525,Filip,Brooklyn,Bushwick,"40,69174","-73,90811",Private room,40,30,0,,0,1,365,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),No Reviews,Single Property,Tidak Ada Review,,14600,0,Single Property Host,Low Performer,Budget Struggling,"17,8"
36451138,Cozy Private Room with Rooftop Space on Top Floor,211831610,Vanessa,Queens,Elmhurst,"40,7371","-73,88086",Private room,50,1,0,,0,1,239,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),No Reviews,Single Property,Tidak Ada Review,,11950,0,Single Property Host,Low Performer,Budget Struggling,"45,2"
25348369,Aug 1st Park Slope roommate wanted-3 mos.,702103,Sherry,Brooklyn,South Slope,"40,66736","-73,98546",Private room,48,60,0,,0,1,342,Budget (≤$50),Long Stay (>30 nights),High Availability (>180 days),No Reviews,Single Property,Tidak Ada Review,,16416,0,Single Property Host,Low Performer,Budget Struggling,"17,8"
30731670,Cozy Brooklyn Brownstone w/ Huge Private Backyard,196613633,Zach,Brooklyn,Bedford-Stuyvesant,"40,68361","-73,91372",Private room,45,30,0,,0,2,220,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),No Reviews,Small Scale (2-5),Tidak Ada Review,,9900,0,Small Scale Host (2-5),Low Performer,Budget Struggling,"45,2"
34258883,MIN WALK TO TRAIN/STORES/FOOD PLACES/NEAR HOSPITAL,241676154,Maria,Staten Island,Grant City,"40,57801","-74,10869",Private room,29,21,0,,0,2,281,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),No Reviews,Small Scale (2-5),Tidak Ada Review,,8149,0,Small Scale Host (2-5),Low Performer,Budget Struggling,"45,2"
32518869,Eclectic Private BR in Ridgewood Woodbine 1L-1,244171850,Jocelyn,Queens,Ridgewood,"40,70083","-73,90802",Private room,47,35,0,,0,10,331,Budget (≤$50),Long Stay (>30 nights),High Availability (>180 days),No Reviews,Medium Scale (6-20),Tidak Ada Review,,15557,0,Medium Scale Host (6-20),Low Performer,Budget Struggling,"17,8"
28918405,Nice Couple in A Walk in Basement with Window,35927005,Kathy,Brooklyn,Borough Park,"40,63416","-74,00722",Private room,50,2,0,,0,10,365,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),No Reviews,Medium Scale (6-20),Tidak Ada Review,,18250,0,Medium Scale Host (6-20),Low Performer,Budget Struggling,"17,8"
34569023,The Feel Good in Ridgewood,260821048,Saba,Queens,Ridgewood,"40,70732","-73,90896",Private room,48,1,20,06/07/2019,"10,17",2,258,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),High Activity (>3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2221,12384,"0,0775",Small Scale Host (2-5),High Performer,Budget Popular,"45,2"
23996479,#1  Spacious Private Room,303939,Lissette,Staten Island,Tompkinsville,"40,63485","-74,08539",Private room,37,2,53,11/06/2019,"3,4",6,341,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),High Activity (>3/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2246,12617,"0,1554",Medium Scale Host (6-20),High Performer,Budget Popular,"17,8"
18462718,Neat Cozy  room attached by PRIVATE FULL BATHROOM,120767920,Jimmy &Cindy,Queens,Flushing,"40,75556","-73,81205",Private room,47,2,79,18/06/2019,"3,15",10,346,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),High Activity (>3/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2239,16262,"0,2283",Medium Scale Host (6-20),High Performer,Budget Popular,"17,8"
26080745,bayroom,196017211,Mohammed,Brooklyn,Bay Ridge,"40,63554","-74,02421",Private room,35,28,7,21/05/2019,"0,55",1,264,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Single Property,Sangat Lama (>1 tahun),2267,9240,"0,0265",Single Property Host,Average Performer,Budget Struggling,"45,2"
2897507,Private Room in Cozy Brooklyn Apt. for Female,9840901,Anna,Brooklyn,Bedford-Stuyvesant,"40,68105","-73,95783",Private room,40,7,16,18/05/2019,"0,5",1,221,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Single Property,Sangat Lama (>1 tahun),2270,8840,"0,0724",Single Property Host,Average Performer,Budget Struggling,"45,2"
35542686,"Quaint cozy room in Flushing Queens, in big apt",24423571,Ronny,Queens,Flushing,"40,75283","-73,82561",Private room,46,1,1,23/06/2019,1,1,365,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Low Activity (≤1/month),Single Property,Sangat Lama (>1 tahun),2234,16790,"0,0027",Single Property Host,Good Performer,Budget Popular,"17,8"
15453848,Cozy Room in Crown Heights! (Female Guests Only),11304670,Katya,Brooklyn,Crown Heights,"40,66469","-73,95125",Private room,29,5,3,01/01/2019,"0,1",1,206,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Single Property,Sangat Lama (>1 tahun),2407,5974,"0,0146",Single Property Host,Average Performer,Budget Struggling,"45,2"
9165191,Sunny Garden Facing Bedroom,16947579,Hayet,Brooklyn,Bedford-Stuyvesant,"40,68201","-73,93802",Private room,40,5,8,26/05/2019,"0,23",1,289,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Single Property,Sangat Lama (>1 tahun),2262,11560,"0,0277",Single Property Host,Average Performer,Budget Struggling,"45,2"
22941772,COZY Bedroom in S. Williamsburg /BedStuy Brooklyn,1466154,Stephanie,Brooklyn,Bedford-Stuyvesant,"40,6964","-73,94696",Private room,36,28,1,03/03/2018,"0,06",1,297,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Single Property,Sangat Lama (>1 tahun),2711,10692,"0,0034",Single Property Host,Average Performer,Budget Struggling,"45,2"
10052289,,49522403,Vanessa,Brooklyn,Brownsville,"40,66409","-73,92314",Private room,50,3,3,18/08/2016,"0,07",1,362,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Single Property,Sangat Lama (>1 tahun),3273,18100,"0,0083",Single Property Host,Average Performer,Budget Struggling,"17,8"
17074757,Ready!,22042865,Martha,Queens,Astoria,"40,75678","-73,91644",Private room,50,3,1,27/06/2019,1,1,341,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Single Property,Sangat Lama (>1 tahun),2230,17050,"0,0029",Single Property Host,Good Performer,Budget Popular,"17,8"
31552528,Comfy & Spacious Room in Williamsburg Loft,236432765,Aleks,Brooklyn,Williamsburg,"40,71736","-73,95394",Private room,50,2,3,03/05/2019,"0,78",2,330,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2285,16500,"0,0091",Small Scale Host (2-5),Average Performer,Budget Struggling,"17,8"
1270324,Clean & Sunny Clinton Hill/Bed room,5619749,Jen,Brooklyn,Bedford-Stuyvesant,"40,68919","-73,95399",Private room,50,30,1,01/01/2017,"0,03",2,253,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),3137,12650,"0,004",Small Scale Host (2-5),Average Performer,Budget Struggling,"45,2"
29852201,Lothlorien,224513581,Gaia,Brooklyn,Bedford-Stuyvesant,"40,67759","-73,9106",Private room,30,7,2,18/12/2018,"0,26",2,250,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2421,7500,"0,008",Small Scale Host (2-5),Average Performer,Budget Struggling,"45,2"
23351120,"upper west side, 15' from Colombia, calm & light",2730883,Seb,Manhattan,Washington Heights,"40,85265","-73,93247",Private room,35,20,1,20/10/2018,"0,11",2,267,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2480,9345,"0,0037",Small Scale Host (2-5),Average Performer,Budget Struggling,"45,2"
15832098,1.5 BATHRM SUNNY SPACIOUS ROOM BY SUBWAY,4110869,Golden&Mavy,Manhattan,Harlem,"40,82284","-73,95546",Private room,50,30,4,15/06/2019,"0,14",2,365,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2242,18250,"0,011",Small Scale Host (2-5),Average Performer,Budget Struggling,"17,8"
19533701,Rainbow Guesthouse 1-6,124399442,Igor,Brooklyn,Midwood,"40,61249","-73,96018",Shared room,32,7,1,27/08/2018,"0,09",4,320,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2534,10240,"0,0031",Small Scale Host (2-5),Average Performer,Budget Struggling,"17,8"
21971593,Private newest room in Bushwick.,146345538,Sergii,Brooklyn,Bushwick,"40,69475","-73,91507",Private room,50,30,1,04/10/2018,"0,11",5,361,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2496,18050,"0,0028",Small Scale Host (2-5),Average Performer,Budget Struggling,"17,8"
22258432,Awesome designed shared room in beautiful Coliving,146345538,Sergii,Brooklyn,Bushwick,"40,69329","-73,91328",Shared room,15,30,3,14/07/2018,"0,16",5,344,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2578,5160,"0,0087",Small Scale Host (2-5),Average Performer,Budget Struggling,"17,8"
14487072,Private room with own T.V.,52577963,Mark,Queens,Woodhaven,"40,69461","-73,8486",Private room,45,5,23,05/05/2019,"0,66",6,216,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2283,9720,"0,1065",Medium Scale Host (6-20),Average Performer,Budget Struggling,"45,2"
28044146,J- **LUXURY SHARED ROOM 2PPL FREE WIFI+CABLE+AC,8814258,Nikole,Queens,South Ozone Park,"40,67286","-73,79666",Shared room,29,5,1,14/09/2018,"0,1",7,365,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2516,10585,"0,0027",Medium Scale Host (6-20),Average Performer,Budget Struggling,"17,8"
8117209,Location Dali ( rail road room ) only girls.,3250450,Petya,Queens,Long Island City,"40,75547","-73,91867",Private room,37,15,12,12/06/2019,"0,26",18,361,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2245,13357,"0,0332",Medium Scale Host (6-20),Average Performer,Budget Struggling,"17,8"
7749763,Shared male Room on Manhattan. Amazing view! II,39528519,Max,Manhattan,Lower East Side,"40,70993","-73,987",Shared room,35,14,6,16/02/2019,"0,25",28,201,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Large Scale (>20),Sangat Lama (>1 tahun),2361,7035,"0,0299",Large Scale Host (>20),Average Performer,Budget Struggling,"45,2"
21972082,Amazing cozy and warm male room on Manhattan IV,39528519,Max,Manhattan,Lower East Side,"40,71172","-73,98665",Shared room,35,14,3,21/01/2019,"0,25",28,322,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Large Scale (>20),Sangat Lama (>1 tahun),2387,11270,"0,0093",Large Scale Host (>20),Average Performer,Budget Struggling,"17,8"
5632551,"Home 4 Medical Professionals- The ""Zona""",26377263,Stat,Brooklyn,Bushwick,"40,70406","-73,91811",Private room,48,30,3,02/03/2019,"0,06",43,224,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Large Scale (>20),Sangat Lama (>1 tahun),2347,10752,"0,0134",Large Scale Host (>20),Average Performer,Budget Struggling,"45,2"
4162519,Happy cozy Manchi GUEST ROOM,1267556,Mari J,Brooklyn,Flatbush,"40,63995","-73,96196",Shared room,30,1,81,29/06/2019,"1,39",1,319,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Medium Activity (1-3/month),Single Property,Sangat Lama (>1 tahun),2228,9570,"0,2539",Single Property Host,Good Performer,Budget Popular,"17,8"
18188738,Cute Family Friendly Vintage Brownstone Living!!,27403581,Shay & Cam,Manhattan,Harlem,"40,82665","-73,94669",Shared room,49,2,52,16/04/2019,"1,95",1,194,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Medium Activity (1-3/month),Single Property,Sangat Lama (>1 tahun),2302,9506,"0,268",Single Property Host,Good Performer,Budget Popular,"72,6"
26958633,Cozy room,202833337,Vancila,Queens,Cambria Heights,"40,69698","-73,72962",Private room,40,1,15,06/07/2019,"1,34",1,361,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Medium Activity (1-3/month),Single Property,Sangat Lama (>1 tahun),2221,14440,"0,0416",Single Property Host,Good Performer,Budget Popular,"17,8"
24834058,Queens C Place,156716488,Christine,Queens,South Ozone Park,"40,66872","-73,79417",Private room,48,3,15,02/07/2019,"1,18",2,365,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Medium Activity (1-3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2225,17520,"0,0411",Small Scale Host (2-5),Good Performer,Budget Popular,"17,8"
22151022,10mins to LGA /20 to the city /5 min to N train,139867352,Oscar,Queens,Ditmars Steinway,"40,78021","-73,91015",Private room,39,1,43,23/06/2019,"2,28",2,351,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Medium Activity (1-3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2234,13689,"0,1225",Small Scale Host (2-5),High Performer,Budget Popular,"17,8"
22191500,"Cozy room for one JFK, LGA & subway to Manhattan",162142087,Christian,Queens,Jamaica,"40,68739","-73,80555",Private room,50,1,36,23/06/2019,"1,96",3,359,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Medium Activity (1-3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2234,17950,"0,1003",Small Scale Host (2-5),Good Performer,Budget Popular,"17,8"
15338,Room in Greenpoint Loft w/ Roof,32169,Andrea,Brooklyn,Greenpoint,"40,72401","-73,93788",Private room,49,4,138,04/06/2019,"1,19",3,320,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Medium Activity (1-3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2253,15680,"0,4313",Small Scale Host (2-5),Good Performer,Budget Popular,"17,8"
34429111,Central Manhattan Shared Ladies Apartment,247453895,Kamila,Manhattan,Murray Hill,"40,74532","-73,97534",Shared room,43,2,2,01/06/2019,"1,43",3,358,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Medium Activity (1-3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2256,15394,"0,0056",Small Scale Host (2-5),Good Performer,Budget Popular,"17,8"
26274490,Cozy Stay!!,197516314,Genny,Staten Island,Port Richmond,"40,63428","-74,13339",Private room,50,1,16,23/06/2019,"1,53",3,365,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Medium Activity (1-3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2234,18250,"0,0438",Small Scale Host (2-5),Good Performer,Budget Popular,"17,8"
12048,LowerEastSide apt share shortterm 1,7549,Ben,Manhattan,Lower East Side,"40,71401","-73,98917",Shared room,40,1,214,05/07/2019,"1,81",4,188,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Medium Activity (1-3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2222,7520,"1,1383",Small Scale Host (2-5),Good Performer,Budget Popular,"72,6"
22101034,Cool Out/Private large ensuite nearJFK sleeps 4,94713722,Joy,Queens,Springfield Gardens,"40,68857","-73,75488",Private room,50,2,23,17/06/2019,"1,4",4,348,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Medium Activity (1-3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2240,17400,"0,0661",Small Scale Host (2-5),Good Performer,Budget Popular,"17,8"
12537157,CoZy RooM & Private Bathroom BK:) SUPERHOST :),3441272,Jasmin,Brooklyn,Bushwick,"40,69758","-73,93493",Private room,50,2,93,18/06/2019,"2,39",5,202,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Medium Activity (1-3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2239,10100,"0,4604",Small Scale Host (2-5),High Performer,Budget Popular,"45,2"
17944140,Cheap Cosy room w/desk quiet area 10mn from JFK,107455767,Guelma,Queens,Rosedale,"40,65377","-73,73087",Private room,35,15,38,24/06/2018,"1,4",5,311,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Medium Activity (1-3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2598,10885,"0,1222",Small Scale Host (2-5),Good Performer,Budget Popular,"17,8"
8664965,shared space with Great location!!!,43719073,Nora,Brooklyn,Sheepshead Bay,"40,59852","-73,95481",Shared room,35,1,116,25/06/2019,"2,55",5,351,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Medium Activity (1-3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2232,12285,"0,3305",Small Scale Host (2-5),High Performer,Budget Popular,"17,8"
13113202,Private room with detached private bathroom,69427329,Michelle & Eddie,Queens,Elmhurst,"40,73849","-73,87606",Private room,49,1,65,01/07/2019,"1,7",6,355,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Medium Activity (1-3/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2226,17395,"0,1831",Medium Scale Host (6-20),Good Performer,Budget Popular,"17,8"
34650966,PARK VIEW ROOM W DOUBLE CLOSET,1190978,Linden & Bah,Manhattan,Harlem,"40,82414","-73,95393",Private room,40,30,0,,0,2,322,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),No Reviews,Small Scale (2-5),Tidak Ada Review,,12880,0,Small Scale Host (2-5),Low Performer,Budget Struggling,"17,8"
30478251,Singles bed for one,198328249,Hiram,Brooklyn,Bushwick,"40,69088","-73,91556",Private room,43,20,0,,0,2,365,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),No Reviews,Small Scale (2-5),Tidak Ada Review,,15695,0,Small Scale Host (2-5),Low Performer,Budget Struggling,"17,8"
9313531,Great room with FULL private Bath,10387090,Luis Enrique,Brooklyn,Bedford-Stuyvesant,"40,68244","-73,91092",Private room,40,15,0,,0,5,342,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),No Reviews,Small Scale (2-5),Tidak Ada Review,,13680,0,Small Scale Host (2-5),Low Performer,Budget Struggling,"17,8"
30950573,Brooklyn 3 persons shared room close to subway,17706542,Sergey,Brooklyn,Bushwick,"40,6919","-73,90626",Shared room,32,30,0,,0,6,342,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),No Reviews,Medium Scale (6-20),Tidak Ada Review,,10944,0,Medium Scale Host (6-20),Low Performer,Budget Struggling,"17,8"
29540204,Gorgeous Bedroom on Himrod! Him-1R-5,216235179,Nina,Brooklyn,Bushwick,"40,70154","-73,91873",Private room,50,30,0,,0,17,325,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),No Reviews,Medium Scale (6-20),Tidak Ada Review,,16250,0,Medium Scale Host (6-20),Low Performer,Budget Struggling,"17,8"
33931270,Sleek & Sunny Private Bedroom With 3 Local Trains,242962235,Yuval,Queens,Ridgewood,"40,70862","-73,89536",Private room,34,30,0,,0,23,314,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),No Reviews,Large Scale (>20),Tidak Ada Review,,10676,0,Large Scale Host (>20),Low Performer,Budget Struggling,"17,8"
6719207,Home 4 Medical Professionals-Kngbr3,26377263,Stat,Brooklyn,East Flatbush,"40,66037","-73,93316",Private room,47,30,0,,0,43,311,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),No Reviews,Large Scale (>20),Tidak Ada Review,,14617,0,Large Scale Host (>20),Low Performer,Budget Struggling,"17,8"
12774885,"Spacious, cozy bedroom in a private home",69507287,Sarah,Bronx,Wakefield,"40,88871","-73,86175",Private room,40,1,151,01/07/2019,"4,01",1,338,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),High Activity (>3/month),Single Property,Sangat Lama (>1 tahun),2226,13520,"0,4467",Single Property Host,High Performer,Budget Popular,"17,8"
13914735,Beautiful bedroom / in Beach home,82562435,Josephine,Queens,Arverne,"40,59005","-73,79449",Private room,37,1,114,04/06/2019,"3,18",2,305,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),High Activity (>3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2253,11285,"0,3738",Small Scale Host (2-5),High Performer,Budget Popular,"17,8"
23712143,2e chambre pour 1 personne où couple,161081229,Ibrahim Maiga,Bronx,Morrisania,"40,82434","-73,91377",Private room,40,2,80,04/07/2019,"5,01",2,291,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),High Activity (>3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2223,11640,"0,2749",Small Scale Host (2-5),High Performer,Budget Popular,"45,2"
15982208,"Huge Yellow Room- AC, 20 Min to Manhattan",103841276,Cristina And Sasha,Brooklyn,Bushwick,"40,69891","-73,93072",Private room,45,1,158,25/06/2019,"4,93",2,201,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),High Activity (>3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2232,9045,"0,7861",Small Scale Host (2-5),High Performer,Budget Popular,"45,2"
33500292,Close to JFK,146275359,Modupe,Queens,Springfield Gardens,"40,68831","-73,75141",Private room,42,3,10,06/07/2019,"3,09",3,352,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),High Activity (>3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2221,14784,"0,0284",Small Scale Host (2-5),High Performer,Budget Popular,"17,8"
34124248,Emergency sleeping for backpacking or Couchsurfer,38483415,Florentino,Manhattan,East Harlem,"40,80084","-73,94514",Shared room,35,1,9,25/06/2019,"3,86",4,358,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),High Activity (>3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2232,12530,"0,0251",Small Scale Host (2-5),High Performer,Budget Popular,"17,8"
24208472,Two room suite 1min from subway 20min to Manhattan,55468128,Reina,Brooklyn,Bedford-Stuyvesant,"40,68915","-73,95623",Private room,47,1,64,12/06/2019,"4,33",7,278,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),High Activity (>3/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2245,13066,"0,2302",Medium Scale Host (6-20),High Performer,Budget Popular,"45,2"
33664163,A Living Room,199833548,Syeda,Queens,Briarwood,"40,70579","-73,81001",Shared room,30,1,10,11/06/2019,"4,05",9,361,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),High Activity (>3/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2246,10830,"0,0277",Medium Scale Host (6-20),High Performer,Budget Popular,"17,8"
27901243,Sunny 3rd floor huge Master Bedroom,78379915,Joanne,Brooklyn,Bedford-Stuyvesant,"40,68392","-73,95265",Private room,40,30,1,25/05/2019,"0,65",1,282,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Single Property,Sangat Lama (>1 tahun),2263,11280,"0,0035",Single Property Host,Average Performer,Budget Struggling,"45,2"
5036659,Relaxing Brooklyn Oasis - Prime Location,25999700,Jacqueline,Brooklyn,Crown Heights,"40,67615","-73,95776",Private room,50,14,43,22/06/2019,"0,8",1,313,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Single Property,Sangat Lama (>1 tahun),2235,15650,"0,1374",Single Property Host,Average Performer,Budget Struggling,"17,8"
2015094,Private room in Manhattan,10364678,Dany,Manhattan,Inwood,"40,86888","-73,92059",Private room,45,2,36,11/06/2016,"0,57",2,188,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),3341,8460,"0,1915",Small Scale Host (2-5),Average Performer,Budget Struggling,"72,6"
15037461,Williamsburg Couch on a Budget,1207773,Trista,Brooklyn,Williamsburg,"40,70719","-73,95927",Shared room,37,1,12,18/09/2018,"0,35",2,362,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2512,13394,"0,0331",Small Scale Host (2-5),Average Performer,Budget Struggling,"17,8"
23921983,Private Studio in charming Tudor style home.,165257273,Soon,Queens,Flushing,"40,77193","-73,79966",Private room,50,30,5,06/06/2019,"0,4",3,296,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2251,14800,"0,0169",Small Scale Host (2-5),Average Performer,Budget Struggling,"45,2"
10126128,Temporary habitat home,43128266,常春,Manhattan,Washington Heights,"40,83379","-73,94141",Shared room,36,1,20,23/06/2019,"0,47",3,324,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2234,11664,"0,0617",Small Scale Host (2-5),Average Performer,Budget Struggling,"17,8"
4472904,Dorm Sz Room. Near 2 & 5 train 180 st Bronx zoo,1532337,Monica,Bronx,Van Nest,"40,8423","-73,87055",Private room,25,30,6,28/05/2019,"0,17",4,219,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2260,5475,"0,0274",Small Scale Host (2-5),Average Performer,Budget Struggling,"45,2"
66026,Private Bedroom Brownstone Brooklyn,322716,Alex,Brooklyn,Crown Heights,"40,6715","-73,94808",Private room,49,21,15,30/06/2019,"0,15",5,331,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2227,16219,"0,0453",Small Scale Host (2-5),Average Performer,Budget Struggling,"17,8"
